"ParticipantMD5"	"GeneroCod"	"frase"	"Value"	"duracao"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Quando eu tinha três anos fui morar na casa de uma tia, pois minha mãe não tinha condição de me criar."	"negativa"	"5.020"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Me prendo a memórias por que muitas delas não voltam, muitas pessoas mudaram, mas as memórias não."	"negativa"	"4.454"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"O pior e quando nos apegamos aquela pessoa e ela vai embora, sem saber que a que ficou esta cada vez, mas apaixonada, que não consegue imaginar sua vida sem ela, e falamos a vida segue, mas uma parte nossa ela leva com as pessoas que passam."	"neutra"	"14.539"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Mas sabe, é estranho pensar que isso seja natural, eu me sinto completamente mal por ele demonstrar interesse por outras, considero falta de respeito."	"negativa"	"16.293"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Ele me confidencia que você foi a boca que ele mais gostou de beijar."	"negativa"	"6.373"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Ontem a noite quando eu cheguei do curso e ia jantar eu senti uma dor daquelas que sempre sinto na perna minha perna paralisou a Fernanda me levou para a sala meu pai estava jantando, quando fui para a sala comecei a me tremer e a sentir uma tontura e um zunido no ouvido seguido de uma dormência nas mãos."	"neutra"	"6.255"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Mas não foi o que aconteceu e hoje em dia nem amigos somos mais uma amizade de mais de cinco anos acabou assim."	"neutra"	"16.009"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"E quando eu acordo, não passo o dia feito lesa."	"negativa"	"9.418"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Muitos acham que eu estou errada, e que estou falando inúmeras bobagens, ao dizer que existe um grande ódio presente em mim."	"positiva"	"8.152"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Fechei a porta, a Helen me olhava assustada, não disse nada só me direcionei para o banheiro, liguei o chuveiro, entrei com roupa e tudo, as lagrimas se misturavam com a água do chuveiro, a porta se abre."	"negativa"	"12.306"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"No armário sobrou uma coisa e não sei se é sua."	"negativa"	"9.097"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Fico pensando , como vai ser quando eu começar a fazer faculdade , me casar , ter filhos."	"neutra"	"4.099"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"E meu namorado estava de bermuda jeans, uma polo, e um tênis da oakley que o pé esquerdo esta sem cadarço, todo rasgado, sujo."	"neutra"	"6.493"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Ele meio que sugeriu que tenho personalidade borderline e espectro bipolar ( ciclotimia) enfim, nada que eu já não desconfiasse."	"neutra"	"11.099"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"A minha mãe disse que estou muito rebelde!"	"neutra"	"8.731"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Que dor imensa é essa saudade, todos os dias quando acordo pego o telefone querendo ligar pra saber como a senhora está, acho que ainda não consegui discernir tudo isso."	"negativa"	"3.937"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Aí ela veio dizendo que estava horrível, que eu não sabia fazer nada direito, que meu curso não vale de nada e que as outras pessoas fazem melhor que eu."	"negativa"	"8.545"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Não vou falar da tragédia de Santa Maria, pois só em pensar me da vontade de chorar, bom vou terminar agora, depois da escola eu venho contar mais!"	"negativa"	"8.225"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Preciso de bons curativos, que não sejam eternos, afinal nada é para sempre, mas, que não sejam descartáveis."	"negativa"	"10.731"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"É muito bom ter uma pessoa que você ama ao lado."	"neutra"	"10.267"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Quanto aos sintomas do TOC, continuam bem chatinhos."	"positiva"	"2.029"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Mas eu ainda estava em êxtase."	"negativa"	"3.460"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Tava cheio hoje e isso é um saco, demora mais."	"positiva"	"2.086"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Tudo começou assim, fui visitar uma amiga minha que me ligou mais cedo dizendo que queria me ver, porém, ao chegar na frente da casa dela vi que estava tudo fechado, ou seja ou ela não estava em casa ou já estava dormindo."	"negativa"	"3.420"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Sou muito alta e magra, não tenho corpo, e sofro por causa disso."	"neutra"	"11.226"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Saímos e fomos no horario de trabalho para um motel chamado Beira Rio, proxímo de nosso trabalho."	"negativa"	"3.394"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"E me lembro também, como você conseguia aplacar a minha dor."	"neutra"	"4.456"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"E eu sou uma pessoa que não percebo quando alguém tem interesses por mim, só que nesse caso eu tô desconfiada disso."	"positiva"	"7.668"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Pior é que eu gostei dele também."	"neutra"	"10.294"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"É estranho o modo como ainda penso nele, tenho vontade de ligar pra ele."	"negativa"	"6.741"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Uma tarde ele chegou me dizendo que precisa ir a um evento no quartel."	"neutra"	"5.797"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Ela teve 5 filhos e nenhum teve pai."	"neutra"	"3.510"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"E foi assim até 5 da manhã, quando eu finalmente resolvi ir dormir."	"negativa"	"12.417"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Sem contar que as nossas mensagens varavam madrugadas e sempre terminavam no mesmo assunto, sexo."	"neutra"	"4.858"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"E eu cansei de me preocupar com os outros, querer sempre o bem das pessoas ao meu redor, e levar nome de chata."	"neutra"	"6.413"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"u ainda não consegui parar de me cortar, eu sei que isso é um problema e tal mas pô tá difícil."	"negativa"	"10.776"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Esse é um local de muitos desabafos e eu me sinto meio mãezona de muitos que escrevem, pois sou mais velha que boa parte das meninas aqui."	"negativa"	"3.011"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"O remédio funciona, mas o problema é que ele tem efeitos colaterais mais que fortes."	"positiva"	"14.819"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Pois bem, eu vi ele, ele me viu, mas não falou comigo."	"negativa"	"6.948"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Você viajou, está longe de mim."	"neutra"	"3.027"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Vai chegando feriado ou final de semana e eu conto as horas para ir à casa dos meus pais."	"negativa"	"3.254"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Sinto como se uma parte de mim estivesse em outro lugar."	"positiva"	"9.735"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Eu e Carol estamos cada vez mais amigas, adoro ela."	"negativa"	"4.446"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"E será egoísmo da sua parte deixar os outros resolverem."	"positiva"	"4.028"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Eu não trato ele mal, mas cara ele só fala merda, eu já disse que não quero mais ficar com ele, mas ele insisti de uma forma que sufoca."	"negativa"	"6.218"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Então resolvi procurar no Google alguma clinica que fazia terapia de vidas passadas em Goiânia, até então eu nem sabia que existia isso aqui, só tinha visto pela televisão."	"negativa"	"9.775"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"á havíamos ficado antes e foi muito louco ela já havia me chupado até eu gozar na boca dela."	"neutra"	"8.121"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Eu estou muito feliz com a aprovação, mesmo sabendo que não foi merecida de verdade."	"neutra"	"16.964"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Ontem ela estava no trabalho e minha prima falou que ela tinha chocolate, e eu sou louca por chocolate."	"negativa"	"15.824"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"No decorrer dos anos, encontramos vários tipos de anjos."	"neutra"	"13.465"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Você foi simplesmente roubado de mim, não é?"	"neutra"	"3.848"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Essa é uma frase que eu costumo falar para alguém que pergunta sobre minha vida, mas ninguém entende."	"negativa"	"3.512"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Sou seletiva em minhas amizades."	"neutra"	"11.755"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Hoje acaba uma guerra."	"neutra"	"5.886"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Ainda passo todos os natais de lá pra frente sozinha, e páscoas também."	"positiva"	"4.266"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Eu emprestei o dinheiro para o meu pai e sinceramente, me arrependo muito disso."	"neutra"	"9.071"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"É mesmo uma ousada declaração de amor."	"negativa"	"4.479"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Eu divido o quarto com a minha irmã, então ficou eu na minha cama, ele no colchão (no chão do meu lado) e minha irmã na cama dela que é logo do lado (pertinho)."	"positiva"	"10.001"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Não conseguia responder, não chorava, não sorria, simplesmente sentei no chão do banheiro olhando para o nada, com uma eterna sensação de bem estar em meio ao vazio que me atormentava."	"neutra"	"9.598"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Pensava em seguir as regras, fazer papel de bom garoto, me preocupava com o que os outros estavam pensando de mim."	"negativa"	"13.014"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Fui pra sala e um pouco depois minha professora nos levou pra biblioteca."	"negativa"	"10.821"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Ninguém, nem meus pais nem meus irmãos ia saber porque estava chorando, nunca."	"neutra"	"5.550"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Ficar sem você é ter a noção do tempo e não saber preenchê-lo, é perder a paz e conhecer a ausência de alguém presente."	"negativa"	"4.835"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Estávamos uns dias sem ter contato, quando ele me liga perguntando se eu havia esquecido ele e porque eu havia sumido."	"negativa"	"9.691"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Na hora que fui embora ele me deu um bombom, serenata de amor."	"neutra"	"7.951"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Ele se aproximou de mim me deu aquele abraço bem apertado e disse eu te amo."	"neutra"	"4.948"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Então é isso, fico por aqui, hoje estou muito feliz e com saudade dele já, a gente é grudento do nosso jeito, e eu amo isso."	"positiva"	"3.668"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Meus olhos começam a se encher de lágrimas."	"positiva"	"5.909"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Ela não pode sair aqui sem ele, apenas ficar em casa!"	"neutra"	"2.663"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"E oba, ele ja decorou meu nome, aquela chata da Aline ficou morrendo de inveja, eu to gostando dos professores novos, e principalmente o Kairton."	"neutra"	"12.153"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Estou gostando de amar, e de ser amada, melhor coisa que tem é ser correspondida em relação a sentimentos bons."	"positiva"	"9.797"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Só é pra eu me separar, quando ele se separar."	"positiva"	"4.985"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Meu namorado não parece ser tão mais velho do que eu não, mas isso me chateia, porque o amor não depende da idade."	"neutra"	"6.143"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Mandei um e-mail para o meu colega na quarta feira passada, dizendo que se ele estivesse disponível eu estava precisando conversar."	"positiva"	"11.307"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Também comprei abóbora e me dirigi ao caixa pagador."	"neutra"	"7.409"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"E conseguem, emagrecem e tornam-se mulheres com um peso perfeitamente normal, e muito mais bonitas!"	"neutra"	"3.298"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Eu lembro de tantos momentos , tantas coisas boas que agente fez junta, voce foi um anjo pra mim."	"positiva"	"7.278"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Sempre foi considerada pelos parentes um nada, não tinha dinheiro, era doente e muito infeliz."	"positiva"	"4.534"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Ai contei pro meu pai, o que ela tinha me dito naquele dia, ela falou que é mentira, que eu sou mentirosa e ela não disse nada daquilo."	"negativa"	"4.249"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Conheci um amigo da minha irmã esses dias, ele tem 17 anos e pelo que percebi, é bem galinha, resolvi então, dar uma estudadinha no seu tipo e vou dar algumas dicas para as menininhas apaixonadas que lerem isso."	"negativa"	"5.582"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Pra quê ela mente desse jeito?"	"positiva"	"18.256"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"E antes de você nascer, eu já tinha escrito a sua história."	"negativa"	"1.898"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Ele brincou, o que doeu um pouco, por conta do dedo grosso, mas foi bom."	"neutra"	"5.313"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Minha irmã, não tenho nada com ela, nem existe para mim, meu irmão, tenho dó, mas ele vive bem apesar de tudo."	"positiva"	"3.826"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Nunca me arrependi tanto, duvido que eu vou passar com esses acertos, pra passar em Edificações tem que acertar de 40 pra cima."	"negativa"	"12.899"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Ver vc sair poderia ter sido mais um, mas nao é isso o que está acontecendo."	"negativa"	"9.182"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Se os dois acabarem se dando bem conversando, provavelmente, esse vai ser um sinal de que ela está gostando de conversar e tá achando você uma pessoa legal, isso é muito importante para que tudo dê certo."	"positiva"	"9.682"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Eu faço milagres, você não sabe, mas eu estou planejando o seu futuro, e os planos que tenho para você, irão te fazer muito feliz."	"positiva"	"7.390"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Eles só esperam um dia conseguir dizer, uma oportunidade, uma chance."	"positiva"	"10.076"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Ele não entende porque ele nunca teve que passar por uma dificuldade assim, mas eu tenho certeza que se fosse a mãe dele no lugar do meu pai, ele teria feito o mesmo."	"neutra"	"7.743"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Quando chega a noite, hora de dormir, encosto a cabeça no travesseiro e meu pensamento me transporta para um mundo maravilhoso."	"negativa"	"7.719"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Tomei mais um comprimido de antidepressivo (normalmente só tomo dois) e fui escutar música."	"positiva"	"4.183"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Eu não sei se você se lembra disso, cachorro, mas eu lembro."	"positiva"	"8.296"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Tenho a estatura de 1,57 cm e 60 kg."	"negativa"	"7.465"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Os amigos dele já notaram que eu estou gostando dele demais ."	"neutra"	"2.472"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Eu fui tão idiota, em valorizar depois de perder."	"neutra"	"10.001"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Fazer as escolhas certas é que é o difícil da coisa."	"negativa"	"6.612"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Mas eu só tenho esse jeito de expressar o que eu sinto."	"neutra"	"5.928"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Só você me faz sorrir."	"neutra"	"4.657"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"A beleza de uma mulher está no seu sorriso, na sua personalidade, na sua simplicidade."	"positiva"	"1.697"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Ah! Meu bem, você é a minha metade."	"positiva"	"4.032"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Hoje foda-se, não to nem ai para o que vocês pensam sobre mim, não estou nem ai pra sua popularidade, vai contar mentira na casa do caralho, não no meu ouvido."	"positiva"	"2.538"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Eu só queria ser motivo de orgulho, mas pelo jeito realmente nunca serei boa o suficiente para você, e eu não consigo mais fingir que está tudo bem, porque não está!"	"negativa"	"6.382"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Cheguei no trabalho hoje tão desanimada, vejo tanta coisa pra fazer mas não tenho estímulo, fico revoltada quando penso que me esforço tanto para dar o melhor de mim nessa empresa e as pessoas indiretamente atrapalham o meu trabalho."	"negativa"	"4.618"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Oi querido diário, mais uma vez estou aqui me sentindo uma merda e a culpa é toda minha!"	"negativa"	"11.172"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"No final das contas, ela acabou indo dormir com o meu pai, e minha mãe na cama dela (da minha irmã)."	"negativa"	"4.388"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Você lambeu minhas lágrimas, e dormiu do meu lado sempre que eu chorei até cair no sono."	"neutra"	"7.216"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Luana minha amiga me levou pra um culto evangélico para o pastor falar comigo, eu liguei pro meu namorado na época pra ir comigo."	"positiva"	"4.545"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Depois os rapazes também gostam de rapariags que tenham algum corpo. Não aquelas que só parecem que têm ossos."	"neutra"	"8.544"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"O que acontece hoje, eu recompenso amanhã."	"neutra"	"20.557"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Te amo muito meu Pai!"	"neutra"	"4.810"
"6139a4d563a374aae05a7e2d2f313005"	"m"	".Foi legal, depois de muita conversa ficamos namorando, incrível como aquele garoto tem o dom de me enlouquecer e ao mesmo tempo me fazer feliz."	"positiva"	"1.630"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Esses últimos 3 meses do mês é o período que mais trabalhamos pois ganhamos por comissão."	"positiva"	"7.030"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Esses sentimentos começaram quando tinha 14 anos(eu acho), não sei o que deu de errado na minha vida."	"neutra"	"12.733"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"se mostrou até irritado pois disse que não estava muito afim de ir, mas disse que era preciso."	"negativa"	"7.458"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Já perdi as contas de quantos modos eu já tentei descobri a verdade."	"negativa"	"10.793"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Chegando lá fomos para uma suite stand, super confortavel e lá começou, beijos gostosos por todo o meu pescoço e logo vi que ela estava super fogosa."	"negativa"	"4.197"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Mas apesar de todas essas coisas, às vezes esqueço de tudo que to passando e me sinto tão bem."	"positiva"	"14.566"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Tipo tudo estava muito bem muito legal"	"positiva"	"5.808"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"QUE VOCÊ ME ENSINE A SER MAIS HUMANA E O VERDADEIRO SENTIDO DO AMOR, DESDE JÁ ME PERDOE-ME PELOS MEUS EXCESSOS PARA CONTIGO, MAS QUE ESSA LINDA OPORTUNIDADE, SEJA APROVEITADA E QUE DEUS NOS AJUDE DIARIAMENTE A SERMOS MÃE E FILHO QUE VENHA MEU FILHO AMADO."	"positiva"	"2.805"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Obrigado por ter mudado minha vida, e salvado ela."	"positiva"	"15.267"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Não tenho mais aquela aparência tão jovem, mas o meu coração ainda é o mesmo que te amou, que te deu carinho, e adorou receber o seu."	"positiva"	"2.003"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Mas não é por isso se sente necessidade de viver anunciando suas qualidades."	"positiva"	"6.814"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Este foi o relato do meu sexo de ano novo."	"neutra"	"13.670"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Durante um momento de descontração e risos, eu tive um momento muito estranho, senti um espírito próximo de mim e de repente eu tive uma sensação de que eu já havia estado naquela clínica ali antes."	"neutra"	"5.129"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"O namorado não é o meu."	"neutra"	"9.228"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Se ele tivesse 50 anos e eu o amasse, eu ficaria com ele sem nenhum problema"	"neutra"	"3.877"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Durante o dia, conseguia ver meu irmão pela janela, um belo menino loiro, somos bem mais que irmão, compartilhamos segredo, ele é meu cúmplice e sou a dele."	"positiva"	"4.974"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Nunca me arrumei tão rápido, ainda bem que moro a uns cinco minutos de carro pro meu trabalho."	"positiva"	"7.227"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Conheci uma menina nova lá, acho que vamos ser amigas."	"neutra"	"4.667"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"E meu pai, com certeza não vai lembrar."	"positiva"	"3.849"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Não tenho o toque da sua mão deslizando meu corpo, não tenho seus abraços, não tenho seus beijos, não tenho você em minha vida."	"negativa"	"2.261"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Por um lado vai ser bom porque não vou ter que escutar minha mãe gritando no trânsito, o que ja ajuda muito."	"negativa"	"6.541"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Não deu nem 2 semanas e eu não aguentei e pedi pra ele pra voltar pra dosagem anterior - 2 comprimidos."	"positiva"	"7.140"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Ele me dizia tenho certeza de que a gente nunca vai fazer essas coisas que conversamos, mas tudo bem."	"neutra"	"13.748"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Eu peguei achando que fosse aqueles livros de criancinhas que falam : Querido diário.. Hoje eu aprendi a ler.. "	"neutra"	"11.803"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Só sei que ontem eu sonhei com ele e quando estou com ele me esqueço de tudo que está em volta de mim ."	"neutra"	"10.099"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Dessa vez vou ter que ser forte."	"positiva"	"7.284"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Ovos sem colesterol e carne de porco light são exemplos do que pode fazer a pesquisa genética em busca de alimentos mais saudáveis."	"neutra"	"9.792"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Ouvi papai e mamãe conversando ontem no quarto, eles disseram que todos os recursos médicos estariam a minha disposição a preço que fosse."	"positiva"	"16.039"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Quando meus pais se divorciaram, não me restou mais nada."	"positiva"	"6.347"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Sou muito frienta, quando eu estava na minha cama, eu peguei 3 cobertas e estava de blusa de frio."	"negativa"	"2.465"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"Sempre vou lembrar com carinho de tudo o que vivi com você."	"neutra"	"4.073"
"6139a4d563a374aae05a7e2d2f313005"	"m"	"O que você semeia você certamente colherá."	"positiva"	"2.152"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"Me lembro que eu comia muito na escola, para não ter que comer em casa, e tomava banho escondido, era muito triste."	"negativa"	"16.761"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"A aula de português estava chata."	"negativa"	"14.645"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"Depositamos tanta confiança e tanto sentimento nas pessoas."	"negativa"	"3.671"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"Quando li essa mensagem eu pensei vou ligar para ele e ver como ele está, e tenta adianta oq ele quer fala comigo."	"neutra"	"75.333"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"Meu marido em 10 anos não consegue colocar nada pra dentro de casa as contas estão atrasadas a geladeira vazia, ele é preguiçoso!"	"neutra"	"10.529"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"Hoje me senti muito só e ao invés de chorar, como sempre, me automutilei."	"negativa"	"7.135"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"Quando eu tinha três anos fui morar na casa de uma tia, pois minha mãe não tinha condição de me criar."	"negativa"	"7.155"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"Me prendo a memórias por que muitas delas não voltam, muitas pessoas mudaram, mas as memórias não."	"negativa"	"27.755"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"O pior e quando nos apegamos aquela pessoa e ela vai embora, sem saber que a que ficou esta cada vez, mas apaixonada, que não consegue imaginar sua vida sem ela, e falamos a vida segue, mas uma parte nossa ela leva com as pessoas que passam."	"positiva"	"7.912"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"Mas sabe, é estranho pensar que isso seja natural, eu me sinto completamente mal por ele demonstrar interesse por outras, considero falta de respeito."	"negativa"	"14.397"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"Ele me confidencia que você foi a boca que ele mais gostou de beijar."	"negativa"	"209.477"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"Ontem a noite quando eu cheguei do curso e ia jantar eu senti uma dor daquelas que sempre sinto na perna minha perna paralisou a Fernanda me levou para a sala meu pai estava jantando, quando fui para a sala comecei a me tremer e a sentir uma tontura e um zunido no ouvido seguido de uma dormência nas mãos."	"positiva"	"4.740"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"Mas não foi o que aconteceu e hoje em dia nem amigos somos mais uma amizade de mais de cinco anos acabou assim."	"negativa"	"20.720"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"E quando eu acordo, não passo o dia feito lesa."	"negativa"	"6.834"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"Muitos acham que eu estou errada, e que estou falando inúmeras bobagens, ao dizer que existe um grande ódio presente em mim."	"positiva"	"7.505"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"Fechei a porta, a Helen me olhava assustada, não disse nada só me direcionei para o banheiro, liguei o chuveiro, entrei com roupa e tudo, as lagrimas se misturavam com a água do chuveiro, a porta se abre."	"negativa"	"9.075"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"No armário sobrou uma coisa e não sei se é sua."	"negativa"	"9.573"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"Fico pensando , como vai ser quando eu começar a fazer faculdade , me casar , ter filhos."	"neutra"	"8.755"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"E meu namorado estava de bermuda jeans, uma polo, e um tênis da oakley que o pé esquerdo esta sem cadarço, todo rasgado, sujo."	"neutra"	"12.478"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"Ele meio que sugeriu que tenho personalidade borderline e espectro bipolar ( ciclotimia) enfim, nada que eu já não desconfiasse."	"neutra"	"9.520"
"7eb69fb43bfa0137ac4e382d19a1ccb7"	"f"	"A minha mãe disse que estou muito rebelde!"	"negativa"	"8.193"
