frase_id,modelo,padrao,frase,baseline_masculino,baseline_feminino,score_severidade,n_modelos_amplificam,n_bilateral,n_unilateral,forca_maioria_masc,forca_maioria_fem,forca_maioria_combinada
235,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL']","Vivos, alegres e comunicativos, estes seres geminianos, leves e desencanados, parecem estar sempre b",0.0,0.0,5,3,2,1,0.75,1.0,0.875
299,"['SVM', 'NB', 'RF']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL']",Começamos a conversa e estava tudo certo ate que ele falou que ia voltar só para ver se eles deixam ,1.0,1.0,5,3,2,1,1.0,0.75,0.875
322,"['NB', 'RF', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL']",Depois daquele dia eu mudei inovei meu visual mudei meu guarda-roupa terminei os estudos hoje sou ps,1.0,1.0,5,3,2,1,1.0,0.75,0.875
419,"['NB', 'RF', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL']",É preciso somente que se tenha a alma limpa e desprovida de mágoas e rancores.,1.0,1.0,5,3,2,1,1.0,0.75,0.875
845,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL']","Pois é, me orgulho de mim mesma, porque mesmo com todos os problemas, continuo aqui intacta.",-1.0,-1.0,5,3,2,1,1.0,0.75,0.875
85,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL']","Voltei a morar com ela tinha 11 anos quando fui abandonada pela minha tia, foi muito difícil nosso r",0.0,0.0,5,4,1,3,0.75,0.75,0.75
514,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL']",Ninguém nunca se importou comigo.,-1.0,-1.0,5,4,1,3,0.75,0.75,0.75
567,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL']","Não o considero um sentimento ruim, pois ele me faz ter esperança em meio a tanta briga.",0.0,0.0,5,4,1,3,0.75,0.75,0.75
656,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL']","Estava aqui em casa eu e um grupo de amigas olhando umas músicas na internet, só a gente, meus pais ",0.0,0.0,5,4,1,3,0.75,0.75,0.75
673,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Queria tanto que as coisas tivessem sido diferentes, mas infelizmente o senhor mudou o rumo de nossa",0.0,0.0,5,4,1,3,0.75,0.75,0.75
683,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL']",Com certeza eu não vou ser uma das 24 pessoas que mais acertaram!,1.0,1.0,5,4,1,3,0.75,0.75,0.75
728,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Quando li essa mensagem eu pensei vou ligar para ele e ver como ele está, e tenta adianta oq ele que",0.0,0.0,5,4,1,3,0.75,0.75,0.75
1013,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Sempre teremos almas iluminadas nos estendendo a mão.,1.0,1.0,5,4,1,3,0.75,0.75,0.75
192,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL']",A beleza de uma mulher está dentro dela.,1.0,1.0,5,3,2,1,0.75,0.75,0.75
226,"['SVM', 'RF', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL']","Amo meu namorado , passamos por tantas coisas juntos e ele é sem duvida o melhor namorado que alguém",1.0,1.0,5,3,2,1,0.5,1.0,0.75
247,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL']","Estou tendo um relacionamento com uma pessoa do local de trabalho, sim trabalhamos na mesma empresa ",-1.0,-1.0,5,3,2,1,0.75,0.75,0.75
349,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL']",Ele está triste e eu estou triste.,-1.0,-1.0,5,3,2,1,0.75,0.75,0.75
179,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL']","Estou procurando trabalho, talvez você tenha algum serviço para mim.",0.0,0.0,5,4,1,3,0.5,0.75,0.625
283,"['SVM', 'RF', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL']",Eu parei no estacionamento de uma feira do bairro Santo Antônio em Manaus e lá começamos a nos agarr,1.0,1.0,5,3,2,1,0.75,0.5,0.625
842,"['SVM', 'RF', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL']","Ficamos namorando até o meu filho fazer um ano então nos casamos, compramos nossa casa e começamos u",0.0,0.0,5,3,2,1,0.5,0.5,0.5
3,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Ela me fala coisas e depois diz que não falou, me chama de mentirosa.",1.0,1.0,4,4,0,4,1.0,1.0,1.0
38,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Hoje estou muito chateada, eu acho que eu estou sendo traída meu marido está me tratando diferente c",-1.0,-1.0,4,4,0,4,1.0,1.0,1.0
83,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Saímos da sala de espera e entrei num longo corredor.,-1.0,-1.0,4,4,0,4,1.0,1.0,1.0
297,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Não sei o que dizer, não sei o que fazer, estou perdido, pedi ajuda até mesmo ao meu cachorro em uma",1.0,1.0,4,4,0,4,1.0,1.0,1.0
461,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Ok, minha reação foi super exagerada, não precisava ser assim.",0.0,0.0,4,4,0,4,1.0,1.0,1.0
466,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Ai chegou aquela doida que te falei naquele dia que eu paguei mico e que ela não me deixava conversa,1.0,1.0,4,4,0,4,1.0,1.0,1.0
491,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Lembro do sorriso que você abria quando me via, das explicações que você dava quando não conseguia t",1.0,1.0,4,4,0,4,1.0,1.0,1.0
648,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Passei a não sentir mais a tua falta passei a não chorar mais por você pois o amor de minha mãe me p,-1.0,-1.0,4,4,0,4,1.0,1.0,1.0
960,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Eu tenho alguns planos em minha mente, e tem um prazo para isso ser realizado.",-1.0,-1.0,4,4,0,4,1.0,1.0,1.0
973,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Fui na psiquiatra e ela me passou risperidona.,1.0,1.0,4,4,0,4,1.0,1.0,1.0
1034,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","e perco pensando em seu sorriso no como é lindo , no como ele me fazia me sentir tão especial em que",1.0,1.0,4,4,0,4,1.0,1.0,1.0
108,"['SVM', 'RF', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Hoje minha sala foi pra biblioteca depois do intervalo.,0.0,0.0,4,3,1,2,1.0,1.0,1.0
768,"['NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL']","Não conseguia responder, não chorava, não sorria, simplesmente sentei no chão do banheiro olhando pa",0.0,0.0,4,3,1,2,1.0,1.0,1.0
884,"['NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL']",Dai meu amigo veio me falar que ela disse que eu era bonito e perguntou se eu tinha namorada.,-1.0,-1.0,4,3,1,2,1.0,1.0,1.0
14,"['RF', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']",Seu lado da sapateira era cheio de sapatos que nunca acabava e eu sempre reclamava da confusão.,-1.0,-1.0,4,2,2,0,1.0,1.0,1.0
27,"['NB', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","Hoje iniciei o dia conversando com o Gabriel, o mais novo aqui da obra nova em que eu sou uma das re",0.0,0.0,4,2,2,0,1.0,1.0,1.0
84,"['SVM', 'NB']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","Ódio eu tenho de mim mesma, por não ser a filha que você sempre quis e desejou; e por mais que eu te",-1.0,-1.0,4,2,2,0,1.0,1.0,1.0
239,"['SVM', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']",Não fiquei surpresa e nada demais.,1.0,1.0,4,2,2,0,1.0,1.0,1.0
245,"['SVM', 'NB']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","QUE VOCÊ TRAGA CONSIGO,O AMOR , A SABEDORIA , A PAZ , A CALMA E O ESPIRITO DE JUSTIÇA.",1.0,1.0,4,2,2,0,1.0,1.0,1.0
485,"['NB', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","Falei para minha mãe que ia tomar sorvete com alguns amigos imaginários, a sorveteria fica perto da ",-1.0,-1.0,4,2,2,0,1.0,1.0,1.0
612,"['SVM', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","Foi maravilhoso, senti a pegada dele transando, era muito mais gostoso.",-1.0,-1.0,4,2,2,0,1.0,1.0,1.0
703,"['SVM', 'NB']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']",Mas é inevitável perceber a tristeza no olhar deles.,1.0,1.0,4,2,2,0,1.0,1.0,1.0
738,"['SVM', 'NB']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","E quando eu acordo, não passo o dia feito lesa.",-1.0,-1.0,4,2,2,0,1.0,1.0,1.0
741,"['SVM', 'NB']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']",No armário sobrou uma coisa e não sei se é sua.,-1.0,-1.0,4,2,2,0,1.0,1.0,1.0
775,"['SVM', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']",Meus olhos começam a se encher de lágrimas.,1.0,1.0,4,2,2,0,1.0,1.0,1.0
800,"['SVM', 'NB']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","Você lambeu minhas lágrimas, e dormiu do meu lado sempre que eu chorei até cair no sono.",0.0,0.0,4,2,2,0,1.0,1.0,1.0
957,"['SVM', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","Só quem sabe realmente, sou eu que estou vivendo, sentindo.",1.0,1.0,4,2,2,0,1.0,1.0,1.0
974,"['SVM', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']",Ainda me lembro das vezes que você me olhava e dizia o medo que sentia de me perder.,0.0,0.0,4,2,2,0,1.0,1.0,1.0
998,"['SVM', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","Porque eu vou conseguir emagrecer, e vou provar a todos que eu não sou uma miuda gorda qualquer.",-1.0,-1.0,4,2,2,0,1.0,1.0,1.0
1123,"['SVM', 'RF']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']",Eu estou apaixonada pelo meu melhor amigo.,-1.0,-1.0,4,2,2,0,1.0,1.0,1.0
1164,"['RF', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","Pois é, da mesma maneira que você amou ela, eu amo, e estava precisando dela aqui no céu.",-1.0,-1.0,4,2,2,0,1.0,1.0,1.0
142,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Eu tive que voltar cedinho pra casa como se eu tivesse ido pra uma balada mas acabo que nem deu nada,0.0,0.0,4,4,0,4,0.75,1.0,0.875
318,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Ontem [domingo] não deu para escrever aqui pois estava muito ocupada.,1.0,1.0,4,4,0,4,1.0,0.75,0.875
387,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","E Minha vida nunca e nunca será algo que possa chama de vida, os meus amigos(colegas) parecem ter um",-1.0,-1.0,4,4,0,4,1.0,0.75,0.875
404,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Quando encontrar alguém e esse alguém fizer seu coração parar de funcionar por alguns segundos, pres",-1.0,-1.0,4,4,0,4,1.0,0.75,0.875
443,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Em meus sonhos imaginava sua boca me dizendo as palavras que me faria feliz, que a partir desse dia ",1.0,1.0,4,4,0,4,1.0,0.75,0.875
476,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Ele dispara quando a pessoa chega perto e bate mais forte porque já pensa que é a sua outra metade.,1.0,1.0,4,4,0,4,1.0,0.75,0.875
490,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Mas lembro perfeitamente em que ele me contou que gostava muito de mim.,1.0,1.0,4,4,0,4,1.0,0.75,0.875
499,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Pensei muito hoje em tudo que voces falaram pra mim.,1.0,1.0,4,4,0,4,1.0,0.75,0.875
536,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Mas eu acho que nem na de remanescentes eu vou estar.,1.0,1.0,4,4,0,4,1.0,0.75,0.875
680,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Bom, nesses dias, eu sempre sinto sua falta.",1.0,1.0,4,4,0,4,1.0,0.75,0.875
771,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Ficar sem você é ter a noção do tempo e não saber preenchê-lo, é perder a paz e conhecer a ausência ",-1.0,-1.0,4,4,0,4,1.0,0.75,0.875
803,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","O que acontece hoje, eu recompenso amanhã.",0.0,0.0,4,4,0,4,1.0,0.75,0.875
831,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Eu era uma criança muito tímida, me lembro que a turma inteira fazia bagunça e eu ficava ali no cant",1.0,1.0,4,4,0,4,1.0,0.75,0.875
834,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Fui na casa do meu namorado hoje e ele tinha ido no mercado.,1.0,1.0,4,4,0,4,1.0,0.75,0.875
872,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Sinto este desejo todos os dias sabe, até mesmo quando faço, porém horas depois já estou com vontade",-1.0,-1.0,4,4,0,4,1.0,0.75,0.875
977,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Eu sei que devo esperar, mais esperei demais.",1.0,1.0,4,4,0,4,1.0,0.75,0.875
997,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Fico pensando preciso ir ao um psicólogo, pois ele sim eu sei que eu posso confiar pois ele guarda a",0.0,0.0,4,4,0,4,1.0,0.75,0.875
1040,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",VOU FICAR TORCENDO PRA ELE FICAR BEM LONGE DE MIM..... ATÉ PORQUE ELE NÃO É NADA BONITO.,-1.0,-1.0,4,4,0,4,0.75,1.0,0.875
1099,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Sentou em cima de mim e se esfregava em mim gostoso.,1.0,1.0,4,4,0,4,1.0,0.75,0.875
53,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Ele viajou e eu to aqui na seca.,-1.0,-1.0,4,3,1,2,1.0,0.75,0.875
354,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']",Ta certo que ficar com essas crises hipomaníacas é meio constrangedor - mas ficar deprimida e com id,-1.0,-1.0,4,3,1,2,1.0,0.75,0.875
529,"['SVM', 'NB', 'RF']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL']",Briguei com a minha mãe por causa do notebook que ela não queria me emprestar pra fazer o trabalho e,0.0,0.0,4,3,1,2,1.0,0.75,0.875
561,"['SVM', 'NB', 'RF']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL']","Os milagres existem pois não reconstruíram Hiroshima das lágrimas, do sangue, da solidão, agora é um",-1.0,-1.0,4,3,1,2,1.0,0.75,0.875
572,"['SVM', 'NB', 'RF']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Minha mente diz que é loucura esperar tanto tempo, mas coração diz que é possível.",1.0,1.0,4,3,1,2,1.0,0.75,0.875
591,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Amanhã vou comprar o meu vestido, mas não sei se vai ser aquele que eu tinha dito, porque além do ve",0.0,0.0,4,3,1,2,0.75,1.0,0.875
664,"['SVM', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL']",Confirmei e fiquei aguardando a hora.,0.0,0.0,4,3,1,2,0.75,1.0,0.875
742,"['SVM', 'NB', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Fico pensando , como vai ser quando eu começar a fazer faculdade , me casar , ter filhos.",0.0,0.0,4,3,1,2,1.0,0.75,0.875
50,"['NB', 'RF']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","Sentia raiva de mim mesmo, de estar largando tudo por outra pessoa, de deixar ela falar assim comigo",-1.0,-1.0,4,2,2,0,1.0,0.75,0.875
289,"['NB', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']",Só que por consciência minha mesmo decidi eu mesma sustentar meu filho.,0.0,0.0,4,2,2,0,0.75,1.0,0.875
341,"['SVM', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","Quando o ver de umas olhadas pra ele, (mas sem disfarçar) no começo ele não vai intender, mas o enca",1.0,1.0,4,2,2,0,1.0,0.75,0.875
568,"['SVM', 'RF']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']",Tive muito enjoo e meu namorado coitado foi quem mais enjoei e por isso nos afastamos e com apenas 4,1.0,1.0,4,2,2,0,1.0,0.75,0.875
599,"['SVM', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","Cara, na boa, isso me deixa furiosa com ela.",1.0,1.0,4,2,2,0,1.0,0.75,0.875
646,"['NB', 'RF']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","Viajar com amigos, sem nenhum familiar por perto foi a melhor coisa que já fiz.",-1.0,-1.0,4,2,2,0,0.75,1.0,0.875
679,"['SVM', 'RF']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']",Mas entre ser sua amiga ou uma conhecida eu prefiro mil vezes ser sua amiga sinto falta de nossos pa,1.0,1.0,4,2,2,0,1.0,0.75,0.875
871,"['SVM', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']",Indiretas afetam o meu mau humor e só faz vc ser mais repugnante pra mim.,1.0,1.0,4,2,2,0,1.0,0.75,0.875
889,"['NB', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","Eu hoje estava vindo trabalhar de tomara que caia todo florido de salto bem alto, um coletinho de re",0.0,0.0,4,2,2,0,1.0,0.75,0.875
926,"['SVM', 'NB']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']",Eu mudo muito meus sentimentos em relação a ele.,0.0,0.0,4,2,2,0,0.75,1.0,0.875
944,"['SVM', 'RF']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']",Esta noite início meu livro e quero compartilhar com vocês e lógico pedir aquelas famosas criticas d,0.0,0.0,4,2,2,0,0.75,1.0,0.875
950,"['SVM', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","A descoberta de novos sentimentos, novas ações e tals.",1.0,1.0,4,2,2,0,0.75,1.0,0.875
1111,"['NB', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","Os meninos tentavam acordar o homem de todas as formas de nada de homem acordar, entao eu decidi eu ",1.0,1.0,4,2,2,0,1.0,0.75,0.875
1136,"['SVM', 'LR']","['AMPLIFICACAO_BILATERAL', 'AMPLIFICACAO_BILATERAL']","É melhor está sozinho, pois enquanto está sozinho você vela pelo teu coração, em algum lugar alguém ",0.0,0.0,4,2,2,0,0.75,1.0,0.875
36,"['SVM', 'NB', 'RF', 'LR']","['AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL', 'AMPLIFICACAO_UNILATERAL']","Fico com inveja dos meus amigos que resolvem tudo sozinhos, sabem ir pra todos os lugares, e numa bo",1.0,1.0,4,4,0,4,0.75,0.75,0.75
