modelo,fold,frase_id,frase,real_masculino,real_feminino,pred_masculino,pred_feminino,concordancia_real,concordancia_pred
SVM,4,773,"Na hora que fui embora ele me deu um bombom, serenata de amor.",0,0,1,1,1,1
SVM,4,781,"Eu lembro de tantos momentos , tantas coisas boas que agente fez junta, voce foi um anjo pra mim.",1,1,1,1,1,1
SVM,4,783,"Ai contei pro meu pai, o que ela tinha me dito naquele dia, ela falou que é mentira, que eu sou ment",-1,-1,-1,-1,1,1
SVM,4,793,Só você me faz sorrir.,0,0,0,0,1,1
SVM,4,794,"A beleza de uma mulher está no seu sorriso, na sua personalidade, na sua simplicidade.",1,1,1,1,1,1
SVM,4,796,"Hoje foda-se, não to nem ai para o que vocês pensam sobre mim, não estou nem ai pra sua popularidade",1,1,-1,-1,1,1
SVM,4,800,"Você lambeu minhas lágrimas, e dormiu do meu lado sempre que eu chorei até cair no sono.",0,0,1,-1,1,0
SVM,4,804,Te amo muito meu Pai!,0,0,1,1,1,1
SVM,4,806,Esses últimos 3 meses do mês é o período que mais trabalhamos pois ganhamos por comissão.,1,1,1,1,1,1
SVM,4,808,"Chegando lá fomos para uma suite stand, super confortavel e lá começou, beijos gostosos por todo o m",0,0,1,0,1,0
SVM,4,813,"Durante um momento de descontração e risos, eu tive um momento muito estranho, senti um espírito pró",0,0,1,1,1,1
SVM,4,815,"Durante o dia, conseguia ver meu irmão pela janela, um belo menino loiro, somos bem mais que irmão, ",1,0,0,0,0,1
SVM,4,817,"Conheci uma menina nova lá, acho que vamos ser amigas.",0,0,1,-1,1,0
SVM,4,823,Ovos sem colesterol e carne de porco light são exemplos do que pode fazer a pesquisa genética em bus,0,-1,-1,-1,0,1
SVM,4,830,Obrigado meu Deus pela vida de meu esposo!,-1,-1,-1,-1,1,1
SVM,4,836,"Quantas tristezas e decepções eu já passei nessa vida não é mesmo, ainda bem que eu escrevo só pra m",1,1,1,-1,1,0
SVM,4,840,"Eles não gostam de mim, não acreditam em meu potencial de chegar a ser uma psicóloga, não dão nada p",1,0,-1,-1,0,1
SVM,4,843,Ela só se importa em te ver bem.,1,1,1,-1,1,0
SVM,4,846,"No sábado, dia 28 de julho, foi um sábado maravilhoso.",1,1,-1,1,1,0
SVM,4,848,"Seu andar é meio saltitante e alegre, e sempre fazem várias coisas ao mesmo tempo, como estudar vend",-1,-1,-1,-1,1,1
SVM,4,851,Gente eu tenho 13 anos e eu nunca beijei em toda a minha VIDA.,-1,-1,-1,-1,1,1
SVM,4,856,"Ele insinuou que eu poderia estar grávida, eu disse que isso, nem pensar, pois eu tomava anticoncepc",0,0,-1,-1,1,1
SVM,4,864,"Minha mãe não lembrou, poucas pessoas lembraram.",-1,-1,-1,-1,1,1
SVM,4,868,"Eu mato o tempo, escrevendo nesse diario online.",1,1,1,1,1,1
SVM,4,886,"Amo você mais do que a mim mesma, afinal você é minha mãe.",1,0,-1,-1,0,1
SVM,4,889,"Eu hoje estava vindo trabalhar de tomara que caia todo florido de salto bem alto, um coletinho de re",0,0,1,1,1,1
SVM,4,892,"Preciso que você também se ame e prometa que vai procurar cuidar mais de mim, sou parte de você.",-1,0,1,0,0,0
SVM,4,897,Não se espante com esta confissão.,1,1,1,-1,1,0
SVM,4,901,"Eu e meu namorado agora, temos ficado bastante tempo juntos, e ainda temos aquele sonho de dormi jun",0,0,0,-1,1,0
SVM,4,902,"Das outras vezes que eu vim escrever, era pra contar histórias engraçadas.",0,0,1,0,1,0
SVM,4,905,"Não ficamos, nem sequer nos beijamos, almoçamos juntos algumas vezes nos falamos por telefone e nos ",1,1,0,0,1,1
SVM,4,911,Ele chegou as 00:30 eu o esperava ansiosa pois sempre dormíamos agarradinhos e por isso o esperava.,-1,0,1,-1,0,0
SVM,4,913,"Mas também não adianta tu querer colocar um decote, e um short enfiado no cú , garotas desse tipo só",-1,-1,-1,-1,1,1
SVM,4,919,Me imagino passando perto da casa dos meus pais e deixando um pão quentinho a tarde.,-1,-1,1,0,1,0
SVM,4,922,"Coisas acontecem nos piores momentos, faz parte dessa longa viagem chamada vida.",0,0,1,1,1,1
SVM,4,931,"Entrei, pedi licença e fui pegar um livro de romance!",-1,-1,1,1,1,1
SVM,4,955,"Algo gostoso, muito gostoso estava beijando pela primeira vez e foi muito bom pra mim.",1,1,-1,-1,1,1
SVM,4,956,"Porque não fazer ela feliz, já que ela também estava disposta a me fazer feliz.",-1,-1,1,0,1,0
SVM,4,957,"Só quem sabe realmente, sou eu que estou vivendo, sentindo.",1,1,0,-1,1,0
SVM,4,962,Aproveitei que já tinha acordado e liguei pro meu namorado pois a gente ia se ver de novo.,0,0,1,1,1,1
SVM,4,964,"Ao voltar para casa da minha mãe com 13 anos, minha irmã mais velha estava em uma vida de drogas e d",-1,-1,1,-1,1,0
SVM,4,967,Tem uma grande sensualidade e sabe como explora-la muito bem.,0,1,-1,-1,0,1
SVM,4,968,Brincar de comidinha com as vizinhas !,1,1,-1,-1,1,1
SVM,4,972,A noite estava chegando quando ouvi o batido na porta.,1,1,-1,-1,1,1
SVM,4,977,"Eu sei que devo esperar, mais esperei demais.",1,1,1,-1,1,0
SVM,4,986,Minha mãe assumiu ter preconceito com meu namorado por ele ser negro.,-1,-1,1,1,1,1
SVM,4,988,"Quando eu olhei pra trás, ele latiu, abanou o rabo e fez uma pose sexy que me seduziu, quero ele.",-1,-1,1,1,1,1
SVM,4,990,"Bom continuando, nós sempre marcávamos um cineminha básico.",1,1,-1,-1,1,1
SVM,4,992,"Pra comemorar pedimos pizza, e eu fiz uma carta e deixei do lado dele da cama!",0,0,1,1,1,1
SVM,4,998,"Porque eu vou conseguir emagrecer, e vou provar a todos que eu não sou uma miuda gorda qualquer.",-1,-1,1,0,1,0
SVM,4,1007,"É mais triste ainda saber que ela me pressionava a perder a virgindade com ele, apoiava meu namoro, ",-1,-1,1,-1,1,0
SVM,4,1008,"Sinceramente, o amor não se escolhe, apenas acontece.",-1,-1,0,0,1,1
SVM,4,1009,Foi um susto para muita gente.,-1,-1,1,1,1,1
SVM,4,1016,"Bem, ainda não sei se vou tomar.",0,0,1,1,1,1
SVM,4,1021,"Falar que a vida é feita de escolhas, é extremamente fácil.",1,1,-1,-1,1,1
SVM,4,1027,"Acordei com Helen me olhando, sabia que ela também não estava bem, mas naquele momento era a única p",-1,-1,1,1,1,1
SVM,4,1034,"e perco pensando em seu sorriso no como é lindo , no como ele me fazia me sentir tão especial em que",1,1,-1,1,1,0
SVM,4,1055,No caminho da casa dessa garota encontramos um senhor deitado no chão como se estivesse morto ou des,-1,-1,1,0,1,0
SVM,4,1062,"Eu to uma baleia de gorda, não quero engordar mais e pronto.",-1,-1,1,1,1,1
SVM,4,1067,"E não foi a primeira vez, ela sempre mente.",0,0,1,1,1,1
SVM,4,1069,"Acordei atrasada, com aquela vontade de ficar na cama, aquela vontade de não fazer nada, simplesment",-1,-1,-1,-1,1,1
SVM,4,1072,Chegamos ao nosso cantinho: uma maca cercada de cortinas.,0,0,1,-1,1,0
SVM,4,1074,"Eu amo tanto ele e nunca quero perde-lo, pois ele é o motivo dos meus sorrisos , da minha felicidade",1,1,1,1,1,1
SVM,4,1076,Este filme ensina como amar e respeitar a pessoa que você ama.,1,1,1,1,1,1
SVM,4,1077,"Todos na sala, inclusive meu pai, se levantou, a preocupação era visível na cara de todos.",1,1,-1,-1,1,1
SVM,4,1079,"Deus colocará uma pessoa boa em minha vida, que dará todo o amor que eu preciso e quando eu formar m",-1,0,1,0,0,0
SVM,4,1080,"No dia estabelecido, à frente da tenda do feiticeiro, os dois esperavam com as aves dentro de um sac",1,1,1,-1,1,0
SVM,4,1083,"Sorte que ELE (namorado) me ligou , o tempo passou bem rápido, conversamos a beça , estamos bem agor",1,1,1,-1,1,0
SVM,4,1087,Pelo menos as matérias da faculdade vão ser mais legaizinhas e mais a ver com o curso.,-1,-1,-1,0,1,0
SVM,4,1088,Minha mãe aconselhou um dia que quando eu tivesse um grande amor eu deveria lutar por ele e foi oque,0,1,-1,-1,0,1
SVM,4,1089,"E espero que me compreenda, porque não pedi pra me apaixonar, pois quem manda na gente é o coração.",1,1,1,-1,1,0
SVM,4,1097,Declarações de amizade e dos desenhos doidos no caderno de escola.,-1,-1,1,0,1,0
SVM,4,1102,E ele não se importa se os pais dela não gostam.,-1,-1,1,1,1,1
SVM,4,1106,Todos os momentos que eu estou perdendo com você.,1,1,1,0,1,0
SVM,4,1113,Ela se interessa por todos os seus assuntos sem pé e sem cabeça.,0,0,1,0,1,0
SVM,4,1114,"Somos estrelas, somos nossa própria luz.",1,-1,-1,-1,0,1
SVM,4,1119,"Sou bem organizada, paranoica, tenho nojo de quase tudo.",0,0,-1,1,1,0
SVM,4,1122,Chegando lá falei com minhas amigas e fui para o corredor aonde eu espero meu namorado todos os dias,1,1,-1,-1,1,1
SVM,4,1133,"Já fiz e sofri coisas que me fazem sentir um lixo, passei por situações que não se pode desejar nem ",-1,-1,0,0,1,1
SVM,4,1141,"Minha mãe sequer me deixa sair com ela, e leva minha irmã, e depois ela ainda reclama que é a mal am",-1,-1,-1,-1,1,1
SVM,4,1143,É maravilhoso saber que a cada dia estamos nos unindo cada vez mais.,-1,-1,-1,-1,1,1
SVM,4,1145,"Mas dessa vez acabou tudo bem, depois de tanta dor e tanto sofrimento pelas circunstâncias, tudo aca",1,1,-1,-1,1,1
SVM,4,1146,Paixão é apenas uma coisa de momento e gostar é diferente de amar.,1,1,1,-1,1,0
SVM,4,1156,"Sei muito bem que vou ficar escrevendo e ele vai estar olhando, analisando o que eu tô fazendo.",1,1,-1,0,1,0
SVM,4,1157,Tive uma outra fase de mudança de humor na frente dele e ele me ameaçou de terminar o namoro se eu n,0,1,1,1,0,1
SVM,4,1161,"Continuo, por ela e com ela.",1,-1,-1,-1,0,1
SVM,4,1162,Comecei a cortar meus pulsos a fim de trazer dor física e esquecer a dor emocional.,1,1,-1,-1,1,1
SVM,4,1164,"Pois é, da mesma maneira que você amou ela, eu amo, e estava precisando dela aqui no céu.",-1,-1,1,1,1,1
SVM,4,1167,Equações são mesmo muito legais de se fazer.,0,1,1,-1,0,0
SVM,4,1170,"Depois de um tempo, estava eu dançando alegremente, como se nada estivesse acontecido.",-1,-1,1,-1,1,0
SVM,4,1176,Eu sempre fechava a janela e brigava com você por ela estar aberta.,-1,-1,0,0,1,1
SVM,4,1185,"Não tendo mais você, acho que é o que me resta.",1,1,1,1,1,1
SVM,4,1190,"Na semana seguinte estava chovendo muito, acordei durante a noite assustada, a casa estava cheia de ",-1,-1,1,-1,1,0
SVM,4,1201,Faço tudo que estiver ao meu alcance porque pra minha vida ser perfeita só falta você nela.,-1,-1,1,1,1,1
SVM,4,1204,"Eu odeio não porque me fizeram algo, mas pelo fato de você ter se entregado para elas.",0,0,1,1,1,1
SVM,4,1206,"Quando ele deixa claro que NÃO GOSTA DE TI, você chora ou/e fica triste por alguns dias, mas depois ",-1,-1,1,1,1,1
SVM,5,2,"Mais uma vez eu to aqui me lamentando, eu estou arrasada, meu marido ele mentiu pra mim, ele criou u",0,0,1,-1,1,0
SVM,5,5,Ganhei um notebook novo.,-1,-1,0,0,1,1
SVM,5,8,Já me fiz essa pergunta e voltei três vezes e hoje o sofrimento é mil vezes maior.,1,0,-1,0,0,0
SVM,5,9,A vida nos foi dada gratuitamente.,-1,-1,-1,-1,1,1
SVM,5,11,"Meu coração acelera, minhas mãos ficam geladas e meia tremulas, me dá um frio na barriga, e uma sens",1,0,1,1,0,1
SVM,5,14,Seu lado da sapateira era cheio de sapatos que nunca acabava e eu sempre reclamava da confusão.,-1,-1,1,1,1,1
SVM,5,16,"A vida foi cruel comigo, desde de pequena já trabalhando como engraxate, passando fome e vendo todos",-1,-1,-1,-1,1,1
SVM,5,21,"Mãe, desculpe por eu ser quem sou, por eu ser tão e unicamente eu, por eu ser diferente, por eu ser ",-1,-1,1,0,1,0
SVM,5,23,"Sim, isso me envergonha, gosto de estar sob controle.",-1,-1,1,-1,1,0
SVM,5,32,Tive apendicite com sérias complicações.,-1,-1,0,1,1,0
SVM,5,34,"Ainda me lembro das vezes que você me olhava e dizia o quanto me amava, o quanto me queria.",-1,-1,1,0,1,0
SVM,5,39,"Não tenho coragem de cobrar fidelidade e isso para um homem é a maior das vergonhas, não sou homem, ",-1,-1,-1,-1,1,1
SVM,5,45,"Prefere a discrição, ficar quieto, observando e tomando suas próprias conclusões.",-1,0,1,1,0,1
SVM,5,52,Quando tudo parece desmoronar dentro de mim eu me sinto em pedaços.,-1,-1,-1,0,1,0
SVM,5,54,"Eu sou uma orgulhosa sim, não fico com todos (até porque isso é coisa de vadia), jogo bola, falo com",-1,-1,1,-1,1,0
SVM,5,57,A miserável vida do Paulo Anderson.,-1,-1,-1,-1,1,1
SVM,5,70,Na minha vida amorosa tudo é uma GRANDE merda.,1,1,-1,1,1,0
SVM,5,73,Essa liberdade ta me fazendo muito falta agora.,-1,0,-1,-1,0,1
SVM,5,74,"Só que aconteceu uma coisa engraçada, aliás desde o primeiro dia.",-1,-1,-1,-1,1,1
SVM,5,103,Eu como a boa esposa que sempre fui passei sua melhor farda engraxei seu coturno o deixei lindo e ch,1,-1,-1,-1,0,1
SVM,5,105,Desta vez ele me fez gozar de uma forma que o meu corpo tremia todo.,1,1,1,-1,1,0
SVM,5,106,"Meu Deus, por isso ta tão vermelha acho que esta com febre, mas pq não vai ao convenio?",0,-1,1,1,0,1
SVM,5,108,Hoje minha sala foi pra biblioteca depois do intervalo.,0,0,-1,1,1,0
SVM,5,115,É muito triste saber que tenho uma irmã que me fez namorar um menino gay simplesmente pra abafar o r,-1,-1,-1,-1,1,1
SVM,5,118,"Amo-a mais que tudo nessa vida, então, eu amo a minha vida.",1,1,-1,-1,1,1
SVM,5,122,"Estou pensando seriamente em fugir de casa e dar um tempo, e em sequencia conviver com meu amado!",-1,0,1,1,0,1
SVM,5,131,"Eu te conheço como ninguém, o teu coração está aqui na minha mão, eu posso sentir os batimentos.",1,1,1,1,1,1
SVM,5,133,"Estou só, minha esposa passou o dia fora e disse estar na casa de sua mãe, digo que ela disse pois t",-1,-1,1,1,1,1
SVM,5,136,"À minha frente lá estava a tal mulher , que inacreditavelmente já não levava a mesma abóbora, mas um",0,0,1,-1,1,0
SVM,5,137,Hoje será o dia que ele vai estar completamente e malucamente apaixonado por você se tudo tiver ido ,1,1,0,1,1,0
SVM,5,139,"Ultimamente ando muito compulsiva - por masturbação com o vibrador, por comida, meio agressiva, me s",-1,-1,1,1,1,1
SVM,5,140,Na verdade eu nem queria ter acordado hoje.,-1,-1,1,0,1,0
SVM,5,142,Eu tive que voltar cedinho pra casa como se eu tivesse ido pra uma balada mas acabo que nem deu nada,0,0,1,0,1,0
SVM,5,143,"Bem quando o meu filho fez 5 meses eu conheci um amigo da minha irmã, a principio foi uma amizade ma",1,1,-1,-1,1,1
SVM,5,150,"To cansada de brigar com a minha mae, dela nunca estar do meu lado.",-1,-1,1,-1,1,0
SVM,5,151,"Penso que o amor surge não sei onde, cresce não sei porque e machuca sem querer você talvez seja min",1,-1,1,0,0,0
SVM,5,152,"A verdade dói, sempre doeu",-1,-1,-1,-1,1,1
SVM,5,169,Seria maldade faltar pra um enquanto eu tenho e só não dou por que sou apegada aquilo.,0,0,-1,-1,1,1
SVM,5,171,Nos beijamos mais e ele me levou até a esquina do meu condomínio.,1,1,-1,0,1,0
SVM,5,176,Disse a ele que não tinha o que perdoar.,1,1,-1,-1,1,1
SVM,5,179,"Estou procurando trabalho, talvez você tenha algum serviço para mim.",0,0,-1,0,1,0
SVM,5,181,"Ele de imediato assumiu a mim e ao meu filho que ainda era um bebê, e foi tudo perfeito!",1,1,-1,-1,1,1
SVM,5,186,Quero compensar o que minhas colegas da faculdade fizeram por mim.,1,1,-1,-1,1,1
SVM,5,195,Hoje meu amigo (Luciano) me fez passar um mega mico.,0,0,1,1,1,1
SVM,5,206,Os momentos ao seu lado são sempre tão perfeitos sabe.,-1,-1,1,1,1,1
SVM,5,211,Tenho inúmeras fotos de você com outras pessoas que eu odeio.,1,1,-1,-1,1,1
SVM,5,214,"Eu respeito muito os animais, aprendi que não devemos maltratar de jeito nenhum os animais.",1,0,1,1,0,1
SVM,5,236,Em relação ao nosso filho ele não mudou em nada sempre cumpriu com o papel que assumiu perfeitamente,1,1,-1,-1,1,1
SVM,5,246,"Só que eu não aguentei isso, ser tratada como amiga na frente dos outros pra depois quando estávamos",1,1,-1,-1,1,1
SVM,5,255,"Tive uma crise de choro enquanto fazia sexo com meu namorado, acusando ele de não me amar, de me tra",-1,-1,1,1,1,1
SVM,5,261,"Eu me sinto muito suja, então eu entrei molhei o meu corpo, passei a mão no sabonete que estava na m",0,-1,-1,-1,0,1
SVM,5,265,"Ele conversava virado para mim com a mão no encosto do meu banco e, estranhamente comecei a sentir b",-1,-1,1,1,1,1
SVM,5,266,Obrigada Deus por fazer tudo isso pra mim.,1,1,1,1,1,1
SVM,5,268,Todos nós temos o dever de contemplar a luz que existe em cada um.,-1,-1,0,0,1,1
SVM,5,270,"De tudo, guarda o teu coração, pois é dele é que procedem as águas da vida.",1,0,1,0,0,0
SVM,5,271,Fui me arrumar na casa de uma amiga minha e iria me beber na casa da minha melhor amiga.,1,0,1,1,0,1
SVM,5,274,"Sempre de noite e tenho medo, pavor e nunca durmo no escuro aqui tem uma luz pequena que fica acesa,",-1,-1,1,1,1,1
SVM,5,279,Ele desliga o celular de madrugada e no outro dia diz que acabou a bateria.,0,0,1,-1,1,0
SVM,5,284,"Meu amor e eu, nascemos um para o outro. Só falta quem nos apresentem.",0,0,1,0,1,0
SVM,5,289,Só que por consciência minha mesmo decidi eu mesma sustentar meu filho.,0,0,-1,-1,1,1
SVM,5,291,"Mas mãe, por favor, não abra mão de mim assim.",1,1,-1,-1,1,1
SVM,5,293,"Pronunciar que te admiro, que gosto de ti é pouco demais.",1,0,1,-1,0,0
SVM,5,294,A verdade é que sou intensa demais e não há quem dê jeito nisso.,1,1,1,-1,1,0
SVM,5,298,"Foi perfeito, minha irmã e meu esposo fizeram tudo, 2 tipos de tortas, tudo lindo.",-1,-1,-1,-1,1,1
SVM,5,306,"Acabando a prova, eu desci encontrei ele no pátio, ele pegou o livro da minha mão e fomos pra parada",-1,0,1,1,0,1
SVM,5,311,"Apaixonada pelas coisas simples que o mundo oferece como a mata, a chuva, o sol, a lua, o orvalho da",1,1,1,1,1,1
SVM,5,314,Porque eu fiz a sua alma gêmea.,1,1,1,1,1,1
SVM,5,316,"Apesar da distância ainda resta uma esperança de eu poder te ver, meu amor eterno.",1,1,1,1,1,1
SVM,5,319,Ele puxou assunto comigo e parou de me chamar pelo meu nome e começou a me chamar pelo o meu apelido,0,0,0,0,1,1
SVM,5,323,A saudade é a maior prova de que o passado valeu a pena.,1,1,-1,-1,1,1
SVM,5,330,"Nas outras duas vezes também foi assim, só que agora tá demais.",1,1,1,1,1,1
SVM,5,339,"Acho que entendo a situação, mostre-me onde estão a pá e os pregos.",-1,-1,-1,-1,1,1
SVM,5,342,"De todo o amor do mundo para ele , sem cair em tentação .",1,0,-1,0,0,0
SVM,5,347,Hoje marquei uma consulta no ginecologista.,0,0,1,1,1,1
SVM,5,353,A não ser pelo fato de que o idiota do cabeleireiro errou.,0,0,1,0,1,0
SVM,5,363,Depois de 6 horas de prazer saímos do motel.,1,1,-1,-1,1,1
SVM,5,365,"Eles não confiam um no outro, ela já me disse claramente que não confia!",1,0,1,-1,0,0
SVM,5,366,Mamãe ficou orgulhosa de mim e disse que eu sou um anjo.,-1,-1,1,1,1,1
SVM,5,375,"Hoje, na véspera de feriado, ela estava, por coincidência, no mesmo grupo que ele, e resolveu pergun",-1,-1,-1,-1,1,1
SVM,5,381,"Ser boazinha até com quem devia ser chata, tentar tratar todos bem.",-1,-1,0,0,1,1
SVM,5,382,Já to acostumada ficar dias longe.,0,-1,-1,-1,0,1
SVM,5,384,"Hoje foi minha primeira sessão, a terapeuta me causou uma boa impressão.",0,0,1,1,1,1
SVM,5,388,"Eu me sinto tão sozinha e tão ferida por dentro, meu coração esta quebrado está transparecido no meu",-1,-1,1,-1,1,0
SVM,5,393,"E ele me acalmo, e agora já esta ficando tudo bem.",-1,-1,-1,-1,1,1
SVM,5,407,"Acho que a maioria nem vai responder, só por ter passado por uma experiência tão ruim em relação a e",1,1,1,0,1,0
SVM,5,419,É preciso somente que se tenha a alma limpa e desprovida de mágoas e rancores.,1,1,-1,-1,1,1
SVM,5,420,Eu que mando na hora do sexo.,1,1,0,0,1,1
SVM,5,434,"Foi eu, minha irmã, namorado, pai e mãe.",0,0,-1,0,1,0
SVM,5,438,Logo naquela hora senti aquele corpo quente uma sensação boa e ela estava muito bonita.,1,0,1,1,0,1
SVM,5,446,"Só você sabia que eu não chorava por ter ficado sozinha naquelas datas que costumávamos comemorar, m",1,1,1,-1,1,0
SVM,5,448,"Minhas lagrimas não param de cair, e sabe que vem na minha mente, morte.",1,1,1,1,1,1
SVM,5,451,"E por esperar demais, sonhar demais, criar expectativas demais, sempre acabamos nos decepcionando e ",-1,-1,1,1,1,1
SVM,5,452,Eu queria ter ido pra quadra mas a professora queria que a gente ficasse na sala de vídeo e ver o fi,-1,-1,1,0,1,0
SVM,5,456,"Meu mundo, meus dramas.",-1,-1,-1,-1,1,1
SVM,5,461,"Ok, minha reação foi super exagerada, não precisava ser assim.",0,0,1,0,1,0
SVM,5,477,"Para mim as coisas mais simples da vida são as melhores, eu adoro visitas.",1,0,-1,-1,0,1
SVM,5,498,Ele me completa quando você sente que falta algo em você mas você nunca soube o que era e ai você ac,-1,0,1,-1,0,0
SVM,5,499,Pensei muito hoje em tudo que voces falaram pra mim.,1,1,1,-1,1,0
SVM,5,502,Época em que só se ia pra escola pra brincar.,1,1,-1,-1,1,1
SVM,5,507,"Bom, trabalhamos na mesma empresa, porém, em setores diferentes, ela loira, cabelo longo, uma delici",0,-1,1,-1,0,0
SVM,5,510,Meu namorado e eu então nos desentendemos por telefone e eu comecei a chorar.,-1,-1,1,1,1,1
SVM,5,513,"Não venha me pregar sobre o teu deus, eu tenho minhas crenças e não preciso de neguim vim buzinar no",1,0,-1,1,0,0
SVM,5,532,Meu pensamento é confuso e desorganizado.,0,0,1,1,1,1
SVM,5,537,"O engraçado também é que ele quase nunca tem dinheiro pra gastar com a minha amiga, sempre tem que d",-1,-1,1,1,1,1
SVM,5,553,"Foram tantas dificuldades, tantos mistérios, tantas perguntas sem explicação.",-1,-1,1,1,1,1
SVM,5,562,"Com 27 anos, me imagino ainda estudando alguma coisa que me interesse, se for preciso estudar tudo d",1,0,0,0,0,1
SVM,5,563,"Bem, meu psiquiatra quis que eu experimentasse ficar só com um comprimido de fluoxetina.",0,0,1,1,1,1
SVM,5,565,"Entrei no banheiro e fui tirando minha roupa, olhando nos olhos dela perguntei se eu podia entrar, b",-1,-1,1,1,1,1
SVM,5,570,Eu disse que queria matar a saudade e ela disse que também.,-1,-1,1,1,1,1
SVM,5,586,"Vontade de grudar em você e nunca mais desgrudar, sentir tuas mãos afagando meus cabelos e dizendo q",0,0,1,-1,1,0
SVM,5,587,"Os jovens abraçaram-se com ternura, e logo partiram para cumprir a missão recomendada.",1,1,1,1,1,1
SVM,5,588,"Eu decidi aceitar, porque eu estava terrível mesmo ( ainda to, mas pelo menos agora que eu entrei de",1,1,-1,1,1,0
SVM,5,593,"E vou provar a todos que, tal como todas as outras raparigas, eu também consigo ter um corpo atlétic",-1,-1,1,0,1,0
SVM,5,598,"Mês de setembro não teve nada de interessante , trabalhei muito como sempre e pertinho do final de a",-1,-1,0,0,1,1
SVM,5,611,odo mundo fica falando que eu vou passar mas eu sei que não.,-1,-1,1,1,1,1
SVM,5,619,"O relacionamento dela com o meu namorado é ótimo, os dois brincam e eu amo isso.",1,1,1,1,1,1
SVM,5,620,Posso tentar parar o vento ou sentar na brisa da primavera posso tentar parar o sol ou fazer com que,1,1,0,0,1,1
SVM,5,623,"Mas enfim, sexo é sexo, e isso me relaxa.",1,1,-1,-1,1,1
SVM,5,634,"Hoje cheguei lá era umas 7 horas, ele veio sorridente disse as coisas que tinha que fazer, e de apar",1,1,0,0,1,1
SVM,5,636,"Era seminário, prova e trabalho tudo junto, eu tava pra ficar louca mesmo, ainda mais eu, que detest",0,0,-1,-1,1,1
SVM,5,641,"É meia noite agora, vou assistir alguma minissérie, iludir-me com a esperança dos finais felizes que",1,1,1,-1,1,0
SVM,5,646,"Viajar com amigos, sem nenhum familiar por perto foi a melhor coisa que já fiz.",-1,-1,0,0,1,1
SVM,5,648,Passei a não sentir mais a tua falta passei a não chorar mais por você pois o amor de minha mãe me p,-1,-1,1,-1,1,0
SVM,5,649,Acho que viver um romance é muito mais legal que apenas um lance.,1,1,1,1,1,1
SVM,5,651,"Mas eu ainda assim, sei que se eu simplesmente fosse brincar com você, como sempre, você esqueceria ",1,1,1,1,1,1
SVM,5,653,"Carnaval passado teve uma comemoração na escola, estavam todas as turmas reunidas, eu preferi ir ler",-1,-1,-1,-1,1,1
SVM,5,654,"Antes de fazer a prova de história, nós rezavámos essa oração e eu rezo até hoje já faz 3 anos que e",0,0,-1,-1,1,1
SVM,5,659,O povo até olha e não acredita que somos namorados.,1,1,1,-1,1,0
SVM,5,662,"De verdade, eu não tenho ânimo pra me arrumar, pra cuidar de mim, os pensamentos ruins tomam conta d",1,1,-1,-1,1,1
SVM,5,673,"Queria tanto que as coisas tivessem sido diferentes, mas infelizmente o senhor mudou o rumo de nossa",0,0,1,-1,1,0
SVM,5,679,Mas entre ser sua amiga ou uma conhecida eu prefiro mil vezes ser sua amiga sinto falta de nossos pa,1,1,-1,0,1,0
SVM,5,680,"Bom, nesses dias, eu sempre sinto sua falta.",1,1,1,0,1,0
SVM,5,683,Com certeza eu não vou ser uma das 24 pessoas que mais acertaram!,1,1,1,0,1,0
SVM,5,689,Começo a lembrar das minhas agressões e humilhações e fico mal.,-1,-1,1,1,1,1
SVM,5,697,Brincar de golzinho com meu irmão mais velho .,1,1,1,1,1,1
SVM,5,703,Mas é inevitável perceber a tristeza no olhar deles.,1,1,0,-1,1,0
SVM,5,705,"Você foi, é, e sempre será minha guerreira, a senhora não perdeu pro câncer, mas o câncer perdeu pra",-1,-1,-1,-1,1,1
SVM,5,710,É uma escova de dente de viagem que pode ser que minha mãe tenha esquecido quando veio levar suas co,1,0,-1,-1,0,1
SVM,5,714,Sei que foi sem querer mas eu tenho a obrigação de prestar mais um pouco de atenção.,-1,-1,-1,-1,1,1
SVM,5,715,Marcamos e lá estava ela me esperando no estacionamento.,-1,-1,1,1,1,1
SVM,5,719,"O que estou sentindo por ti é algo que nem eu mesma consigo explicar, tentei me envolver com muitos,",-1,-1,1,1,1,1
SVM,5,726,A aula de português estava chata.,-1,-1,-1,-1,1,1
SVM,5,728,"Quando li essa mensagem eu pensei vou ligar para ele e ver como ele está, e tenta adianta oq ele que",0,0,0,-1,1,0
SVM,5,729,Meu marido em 10 anos não consegue colocar nada pra dentro de casa as contas estão atrasadas a gelad,0,0,-1,-1,1,1
SVM,5,730,"Hoje me senti muito só e ao invés de chorar, como sempre, me automutilei.",-1,-1,1,1,1,1
SVM,5,731,"Quando eu tinha três anos fui morar na casa de uma tia, pois minha mãe não tinha condição de me cria",-1,-1,-1,-1,1,1
SVM,5,736,Ontem a noite quando eu cheguei do curso e ia jantar eu senti uma dor daquelas que sempre sinto na p,1,1,1,1,1,1
SVM,5,739,"Muitos acham que eu estou errada, e que estou falando inúmeras bobagens, ao dizer que existe um gran",1,0,-1,1,0,0
SVM,5,742,"Fico pensando , como vai ser quando eu começar a fazer faculdade , me casar , ter filhos.",0,0,1,-1,1,0
SVM,5,747,"Preciso de bons curativos, que não sejam eternos, afinal nada é para sempre, mas, que não sejam desc",-1,-1,1,0,1,0
